20180527 08:02:04.671049Z 13310 INFO  500 - batch.cc:201
20180527 08:02:05.039112Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039138Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039161Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039182Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039199Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039229Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039253Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039275Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039296Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039334Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039354Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039385Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039407Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039435Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039559Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039578Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039598Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039629Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039666Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039691Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039729Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039764Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039787Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039809Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039857Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039890Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039912Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039931Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039953Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039975Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.039996Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040025Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040064Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040087Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040108Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040129Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040150Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040210Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040233Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040255Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040293Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040316Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040336Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040356Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040389Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040411Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040432Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040475Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040498Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040517Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040544Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040567Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040587Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040632Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040670Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040693Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040715Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040757Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040784Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040805Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040827Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040846Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040867Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040889Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040911Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040933Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040974Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.040994Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041027Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041049Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041070Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041187Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041211Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041233Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041255Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041275Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041315Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041339Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041377Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041417Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041441Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.041466Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041487Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041526Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041550Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041572Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041608Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041631Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041652Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.041705Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:05.041761Z 13310 INFO  client-183 done. - batch.cc:144
20180527 08:02:05.041769Z 13310 INFO  client-183 0.319806 seconds 3230.364 us per request. - batch.cc:168
20180527 08:02:05.041773Z 13310 INFO  [g_finished:g_connections206 500 - batch.cc:172
20180527 08:02:05.041835Z 13310 INFO  client-182 done. - batch.cc:144
20180527 08:02:05.041843Z 13310 INFO  client-182 0.320158 seconds 3233.919 us per request. - batch.cc:168
20180527 08:02:05.041848Z 13310 INFO  [g_finished:g_connections207 500 - batch.cc:172
20180527 08:02:05.041925Z 13310 INFO  client-181 done. - batch.cc:144
20180527 08:02:05.041932Z 13310 INFO  client-181 0.320542 seconds 3237.798 us per request. - batch.cc:168
20180527 08:02:05.041937Z 13310 INFO  [g_finished:g_connections208 500 - batch.cc:172
20180527 08:02:05.041955Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:05.041967Z 13310 INFO  client-183 disconnected - batch.cc:105
20180527 08:02:05.042021Z 13310 INFO  3 events happened - epoller.cc:75
20180527 08:02:05.042052Z 13310 INFO  client-182 disconnected - batch.cc:105
20180527 08:02:05.042075Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042097Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.042119Z 13310 INFO  client-181 disconnected - batch.cc:105
20180527 08:02:05.042141Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042165Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042188Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042210Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042252Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042276Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042298Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042348Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042372Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042395Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042445Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042469Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042491Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042527Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042549Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042571Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042591Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042629Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042651Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042778Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042803Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042831Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042853Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042873Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042891Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042926Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042955Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042976Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.042996Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043032Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043055Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043075Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043100Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043123Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043142Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043166Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043197Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043221Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043241Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043258Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043290Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043312Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043346Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043376Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043397Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043417Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043438Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043449Z 13310 INFO  client-211 done. - batch.cc:144
20180527 08:02:05.043458Z 13310 INFO  client-211 0.313495 seconds 3166.616 us per request. - batch.cc:168
20180527 08:02:05.043461Z 13310 INFO  [g_finished:g_connections209 500 - batch.cc:172
20180527 08:02:05.043481Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043504Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043549Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043571Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.043593Z 13310 INFO  client-211 disconnected - batch.cc:105
20180527 08:02:05.043614Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043637Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043658Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043677Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043713Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043734Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043756Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043781Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043803Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043823Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043841Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043875Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043897Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043928Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043960Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.043981Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044002Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044043Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044081Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044105Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044125Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044303Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044329Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044349Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044381Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044404Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044425Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044481Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044505Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044525Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044569Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044593Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044614Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044679Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044702Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044723Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044759Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044782Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044815Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044838Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044856Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044877Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044897Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044933Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044956Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.044994Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045016Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045038Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045063Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045085Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045097Z 13310 INFO  client-212 done. - batch.cc:144
20180527 08:02:05.045103Z 13310 INFO  client-212 0.314867 seconds 3180.475 us per request. - batch.cc:168
20180527 08:02:05.045108Z 13310 INFO  [g_finished:g_connections210 500 - batch.cc:172
20180527 08:02:05.045127Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045150Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045196Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045220Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.045241Z 13310 INFO  client-212 disconnected - batch.cc:105
20180527 08:02:05.045264Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045286Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045307Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045328Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045364Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045386Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045408Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045430Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045452Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045483Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045507Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045527Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045545Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045584Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045613Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045636Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045667Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045704Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045728Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045859Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045885Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045918Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045940Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045964Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.045984Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046024Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046046Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046078Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046103Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046123Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046144Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046160Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046199Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046239Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046262Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046285Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046305Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046337Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046359Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046376Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046395Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046412Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046432Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046466Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046487Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046517Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046539Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046561Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046582Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046607Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046651Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046674Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046708Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046739Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046751Z 13310 INFO  client-233 done. - batch.cc:144
20180527 08:02:05.046759Z 13310 INFO  client-233 0.316246 seconds 3194.404 us per request. - batch.cc:168
20180527 08:02:05.046764Z 13310 INFO  [g_finished:g_connections211 500 - batch.cc:172
20180527 08:02:05.046783Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046805Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046859Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046883Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.046902Z 13310 INFO  client-233 disconnected - batch.cc:105
20180527 08:02:05.046925Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046947Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046970Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.046990Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047027Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047049Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047075Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047097Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.047116Z 13310 INFO  client-210 done. - batch.cc:144
20180527 08:02:05.047123Z 13310 INFO  client-210 0.317441 seconds 3206.475 us per request. - batch.cc:168
20180527 08:02:05.047128Z 13310 INFO  [g_finished:g_connections212 500 - batch.cc:172
20180527 08:02:05.047146Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047278Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.047305Z 13310 INFO  client-210 disconnected - batch.cc:105
20180527 08:02:05.047329Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047353Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047392Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047415Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047436Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047478Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047503Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047520Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047541Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047592Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047631Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047654Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047709Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047732Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047754Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047806Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047830Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.047854Z 13310 INFO  client-209 done. - batch.cc:144
20180527 08:02:05.047862Z 13310 INFO  client-209 0.318468 seconds 3216.848 us per request. - batch.cc:168
20180527 08:02:05.047867Z 13310 INFO  [g_finished:g_connections213 500 - batch.cc:172
20180527 08:02:05.047884Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047907Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047962Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.047987Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.048007Z 13310 INFO  client-209 disconnected - batch.cc:105
20180527 08:02:05.048030Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048054Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048075Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048096Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048126Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048149Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048170Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048194Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048229Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048252Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048272Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048377Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048402Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048423Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048464Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048495Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048517Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048539Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048559Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048585Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048622Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048646Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048665Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048686Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048708Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048731Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048751Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048769Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048809Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.048888Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049103Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049133Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049179Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049202Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049223Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049290Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049314Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.049337Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.050925Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.050972Z 13310 INFO  2 events happened - epoller.cc:75
20180527 08:02:05.051013Z 13310 INFO  client-239 done. - batch.cc:144
20180527 08:02:05.051020Z 13310 INFO  client-239 0.319957 seconds 3231.889 us per request. - batch.cc:168
20180527 08:02:05.051024Z 13310 INFO  [g_finished:g_connections214 500 - batch.cc:172
20180527 08:02:05.051110Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.051133Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.051156Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.051167Z 13310 INFO  client-239 disconnected - batch.cc:105
20180527 08:02:05.051190Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.051212Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.051233Z 13310 INFO  1 events happened - epoller.cc:75
20180527 08:02:05.054891Z 13310 INFO  1 events happened - epoller.cc:75
